S,I,D,R,steps
90.0,2.0,8.0,0.0,8.0
89.0,1.0,10.0,0.0,11.0
90.0,2.0,8.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
90.0,0.0,10.0,0.0,10.0
89.0,1.0,10.0,0.0,12.0
90.0,5.0,5.0,0.0,5.0
89.0,2.0,9.0,0.0,11.0
90.0,1.0,9.0,0.0,9.0
90.0,4.0,6.0,0.0,6.0
90.0,0.0,10.0,0.0,10.0
90.0,1.0,9.0,0.0,9.0
90.0,4.0,6.0,0.0,6.0
90.0,2.0,8.0,0.0,8.0
86.0,7.0,7.0,0.0,11.0
90.0,4.0,6.0,0.0,6.0
90.0,2.0,8.0,0.0,8.0
89.0,3.0,8.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,8.0
90.0,5.0,5.0,0.0,5.0
88.0,5.0,7.0,0.0,9.0
90.0,4.0,6.0,0.0,6.0
90.0,1.0,9.0,0.0,9.0
90.0,2.0,8.0,0.0,8.0
90.0,6.0,4.0,0.0,4.0
90.0,2.0,8.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
87.0,7.0,6.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
90.0,3.0,7.0,0.0,7.0
88.0,2.0,10.0,0.0,12.0
90.0,2.0,8.0,0.0,8.0
90.0,2.0,8.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
89.0,3.0,8.0,0.0,9.0
90.0,1.0,9.0,0.0,9.0
90.0,4.0,6.0,0.0,6.0
90.0,5.0,5.0,0.0,5.0
89.0,3.0,8.0,0.0,9.0
90.0,1.0,9.0,0.0,9.0
90.0,2.0,8.0,0.0,8.0
89.0,6.0,5.0,0.0,6.0
90.0,2.0,8.0,0.0,9.0
90.0,4.0,6.0,0.0,6.0
88.0,1.0,11.0,0.0,13.0
89.0,3.0,8.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
90.0,1.0,9.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
90.0,1.0,9.0,0.0,9.0
90.0,4.0,6.0,0.0,6.0
90.0,3.0,7.0,0.0,7.0
90.0,1.0,9.0,0.0,9.0
90.0,5.0,5.0,0.0,5.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
90.0,4.0,6.0,0.0,6.0
90.0,1.0,9.0,0.0,9.0
88.0,1.0,11.0,0.0,13.0
90.0,2.0,8.0,0.0,8.0
88.0,5.0,7.0,0.0,9.0
90.0,1.0,9.0,0.0,9.0
90.0,1.0,9.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
90.0,3.0,7.0,0.0,7.0
89.0,2.0,9.0,0.0,10.0
89.0,1.0,10.0,0.0,11.0
90.0,3.0,7.0,0.0,7.0
88.0,3.0,9.0,0.0,11.0
90.0,5.0,5.0,0.0,5.0
90.0,2.0,8.0,0.0,8.0
90.0,4.0,6.0,0.0,6.0
90.0,2.0,8.0,0.0,8.0
88.0,3.0,9.0,0.0,11.0
90.0,3.0,7.0,0.0,7.0
89.0,3.0,8.0,0.0,9.0
90.0,1.0,9.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
90.0,3.0,7.0,0.0,7.0
90.0,4.0,6.0,0.0,6.0
90.0,2.0,8.0,0.0,8.0
89.0,2.0,9.0,0.0,10.0
90.0,2.0,8.0,0.0,8.0
90.0,2.0,8.0,0.0,8.0
90.0,1.0,9.0,0.0,9.0
90.0,1.0,9.0,0.0,9.0
89.0,2.0,9.0,0.0,10.0
89.0,6.0,5.0,0.0,6.0
90.0,2.0,8.0,0.0,8.0
90.0,2.0,8.0,0.0,8.0
89.0,3.0,8.0,0.0,10.0
90.0,1.0,9.0,0.0,9.0
90.0,1.0,9.0,0.0,9.0
89.0,4.0,7.0,0.0,8.0
88.0,4.0,8.0,0.0,10.0
90.0,1.0,9.0,0.0,9.0
90.0,5.0,5.0,0.0,5.0
90.0,2.0,8.0,0.0,8.0
89.0,2.0,9.0,0.0,10.0
90.0,3.0,7.0,0.0,7.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,8.0
90.0,1.0,9.0,0.0,9.0
90.0,1.0,9.0,0.0,9.0
90.0,2.0,8.0,0.0,8.0
89.0,4.0,7.0,0.0,8.0
90.0,2.0,8.0,0.0,8.0
89.0,6.0,5.0,0.0,6.0
90.0,2.0,8.0,0.0,8.0
89.0,3.0,8.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
88.0,2.0,10.0,0.0,12.0
90.0,2.0,8.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,8.0
90.0,1.0,9.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
89.0,3.0,8.0,0.0,9.0
90.0,6.0,4.0,0.0,4.0
90.0,5.0,5.0,0.0,5.0
90.0,4.0,6.0,0.0,6.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,8.0
89.0,2.0,9.0,0.0,10.0
88.0,5.0,7.0,0.0,9.0
90.0,0.0,10.0,0.0,10.0
89.0,2.0,9.0,0.0,10.0
90.0,1.0,9.0,0.0,9.0
89.0,4.0,7.0,0.0,8.0
89.0,3.0,8.0,0.0,9.0
89.0,3.0,8.0,0.0,9.0
90.0,2.0,8.0,0.0,8.0
89.0,3.0,8.0,0.0,9.0
90.0,1.0,9.0,0.0,9.0
89.0,4.0,7.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
89.0,4.0,7.0,0.0,8.0
88.0,1.0,11.0,0.0,13.0
89.0,4.0,7.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
89.0,2.0,9.0,0.0,10.0
90.0,4.0,6.0,0.0,6.0
90.0,3.0,7.0,0.0,7.0
90.0,3.0,7.0,0.0,7.0
90.0,5.0,5.0,0.0,5.0
90.0,3.0,7.0,0.0,7.0
90.0,4.0,6.0,0.0,6.0
90.0,1.0,9.0,0.0,9.0
89.0,3.0,8.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
89.0,3.0,8.0,0.0,9.0
90.0,2.0,8.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
89.0,2.0,9.0,0.0,10.0
90.0,4.0,6.0,0.0,6.0
89.0,5.0,6.0,0.0,7.0
90.0,4.0,6.0,0.0,6.0
90.0,2.0,8.0,0.0,9.0
89.0,4.0,7.0,0.0,8.0
88.0,1.0,11.0,0.0,13.0
90.0,4.0,6.0,0.0,6.0
90.0,3.0,7.0,0.0,7.0
90.0,4.0,6.0,0.0,6.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,8.0
89.0,3.0,8.0,0.0,9.0
90.0,2.0,8.0,0.0,8.0
90.0,1.0,9.0,0.0,9.0
90.0,5.0,5.0,0.0,5.0
90.0,0.0,10.0,0.0,10.0
90.0,3.0,7.0,0.0,7.0
90.0,4.0,6.0,0.0,6.0
89.0,1.0,10.0,0.0,11.0
90.0,2.0,8.0,0.0,8.0
90.0,2.0,8.0,0.0,8.0
89.0,3.0,8.0,0.0,9.0
89.0,3.0,8.0,0.0,9.0
90.0,2.0,8.0,0.0,9.0
89.0,4.0,7.0,0.0,8.0
90.0,4.0,6.0,0.0,6.0
90.0,2.0,8.0,0.0,8.0
89.0,3.0,8.0,0.0,9.0
90.0,2.0,8.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
88.0,3.0,9.0,0.0,11.0
90.0,4.0,6.0,0.0,6.0
90.0,3.0,7.0,0.0,7.0
90.0,4.0,6.0,0.0,6.0
90.0,2.0,8.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
90.0,1.0,9.0,0.0,9.0
90.0,2.0,8.0,0.0,8.0
90.0,1.0,9.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,8.0
89.0,4.0,7.0,0.0,8.0
90.0,2.0,8.0,0.0,8.0
90.0,2.0,8.0,0.0,8.0
90.0,2.0,8.0,0.0,8.0
90.0,4.0,6.0,0.0,6.0
90.0,3.0,7.0,0.0,7.0
89.0,1.0,10.0,0.0,11.0
89.0,3.0,8.0,0.0,9.0
90.0,6.0,4.0,0.0,4.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,9.0
90.0,4.0,6.0,0.0,6.0
90.0,3.0,7.0,0.0,7.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,8.0
90.0,5.0,5.0,0.0,5.0
89.0,3.0,8.0,0.0,9.0
89.0,4.0,7.0,0.0,8.0
90.0,2.0,8.0,0.0,8.0
89.0,3.0,8.0,0.0,9.0
86.0,5.0,9.0,0.0,13.0
89.0,2.0,9.0,0.0,10.0
90.0,3.0,7.0,0.0,8.0
90.0,1.0,9.0,0.0,9.0
90.0,4.0,6.0,0.0,7.0
90.0,1.0,9.0,0.0,9.0
90.0,1.0,9.0,0.0,9.0
89.0,3.0,8.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
89.0,3.0,8.0,0.0,9.0
89.0,3.0,8.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
90.0,5.0,5.0,0.0,5.0
90.0,2.0,8.0,0.0,8.0
90.0,1.0,9.0,0.0,9.0
90.0,2.0,8.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,8.0
89.0,2.0,9.0,0.0,10.0
90.0,2.0,8.0,0.0,8.0
89.0,4.0,7.0,0.0,8.0
90.0,4.0,6.0,0.0,6.0
90.0,2.0,8.0,0.0,8.0
90.0,1.0,9.0,0.0,9.0
89.0,1.0,10.0,0.0,11.0
88.0,5.0,7.0,0.0,9.0
89.0,1.0,10.0,0.0,11.0
90.0,2.0,8.0,0.0,9.0
90.0,4.0,6.0,0.0,6.0
89.0,2.0,9.0,0.0,10.0
90.0,5.0,5.0,0.0,5.0
90.0,4.0,6.0,0.0,6.0
90.0,3.0,7.0,0.0,7.0
90.0,0.0,10.0,0.0,10.0
90.0,2.0,8.0,0.0,8.0
90.0,2.0,8.0,0.0,8.0
90.0,2.0,8.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
90.0,4.0,6.0,0.0,6.0
90.0,2.0,8.0,0.0,8.0
90.0,5.0,5.0,0.0,5.0
89.0,2.0,9.0,0.0,10.0
90.0,2.0,8.0,0.0,8.0
88.0,2.0,10.0,0.0,12.0
89.0,4.0,7.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
90.0,4.0,6.0,0.0,6.0
90.0,2.0,8.0,0.0,8.0
89.0,1.0,10.0,0.0,11.0
90.0,3.0,7.0,0.0,7.0
90.0,3.0,7.0,0.0,7.0
90.0,4.0,6.0,0.0,6.0
90.0,4.0,6.0,0.0,6.0
90.0,3.0,7.0,0.0,7.0
90.0,5.0,5.0,0.0,5.0
90.0,0.0,10.0,0.0,10.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,8.0
90.0,4.0,6.0,0.0,6.0
89.0,4.0,7.0,0.0,8.0
90.0,1.0,9.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
89.0,5.0,6.0,0.0,7.0
87.0,5.0,8.0,0.0,11.0
89.0,1.0,10.0,0.0,11.0
90.0,1.0,9.0,0.0,9.0
89.0,2.0,9.0,0.0,10.0
90.0,4.0,6.0,0.0,6.0
87.0,5.0,8.0,0.0,11.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,8.0
88.0,1.0,11.0,0.0,13.0
90.0,0.0,10.0,0.0,10.0
90.0,2.0,8.0,0.0,8.0
90.0,3.0,7.0,0.0,7.0
90.0,1.0,9.0,0.0,9.0
90.0,3.0,7.0,0.0,7.0
90.0,3.0,7.0,0.0,7.0
90.0,5.0,5.0,0.0,5.0
90.0,2.0,8.0,0.0,8.0
90.0,4.0,6.0,0.0,6.0
90.0,3.0,7.0,0.0,7.0
90.0,2.0,8.0,0.0,8.0
